unix_time,gpu_used_mib,gpu_free_mib,arm_server_used_mib
1786115017.876419831,45809, 51441,550
1786115019.984598518,45809, 51441,550
1786115022.183276226,45809, 51441,550
1786115024.398672335,45809, 51441,550
1786115026.484046511,45809, 51441,550
1786115028.690654958,47667, 49583,2408
1786115030.748002645,47667, 49583,2408
1786115032.832251460,52893, 44357,7634
1786115034.912212073,53021, 44229,7762
1786115036.969168090,53021, 44229,7762
1786115039.188875223,53021, 44229,7762
1786115041.248267499,53021, 44229,7762
1786115043.316614424,53021, 44229,7762
1786115045.376768636,57663, 39587,12404
1786115047.456792430,57663, 39587,12404
1786115049.513401096,52703, 44547,7444
1786115051.570970617,54337, 42913,9814
1786115053.629678913,53281, 43969,8022
1786115055.688766645,53281, 43969,8022
1786115057.801014138,53281, 43969,8022
1786115059.859891402,53281, 43969,8022
1786115061.947980702,56929, 40321,11670
1786115064.009470584,57217, 40033,11958
1786115066.069814872,57217, 40033,11958
1786115068.211090365,57249, 40001,11990
1786115070.269796885,57249, 40001,11990
1786115072.349729451,57249, 40001,11990
1786115074.502065522,57249, 40001,11990
1786115076.560683700,57953, 39297,12694
1786115078.682244331,57953, 39297,12694
1786115080.740880498,57953, 39297,12694
1786115082.800140150,57953, 39297,12694
1786115084.984314517,57953, 39297,12694
1786115087.082409645,57953, 39297,12694
1786115089.153559250,58081, 39169,12822
1786115091.282813292,58081, 39169,12822
1786115093.384030670,58081, 39169,12822
1786115095.516942081,58081, 39169,12822
1786115097.599134888,58081, 39169,12822
1786115099.743148940,58081, 39169,12822
1786115101.810952834,58081, 39169,12822
1786115103.883771962,58081, 39169,12822
1786115106.015353273,58081, 39169,12822
1786115108.105826209,58081, 39169,12822
1786115110.283166098,58081, 39169,12822
1786115112.424847022,58081, 39169,12822
1786115114.485593937,58081, 39169,12822
1786115116.583620823,53249, 44001,7990
1786115118.644062357,53249, 44001,7990
1786115120.785498984,53249, 44001,7990
1786115122.885221579,53377, 43873,8118
1786115124.945117830,55969, 41281,10710
1786115127.007049933,53249, 44001,7990
1786115129.133968393,53249, 44001,7990
1786115131.194716886,53249, 44001,7990
1786115133.404773455,53249, 44001,7990
1786115135.484820086,53249, 44001,7990
1786115137.543226515,52899, 44351,7640
1786115139.602244892,53219, 44031,7960
1786115141.690184514,53219, 44031,7960
1786115143.807812814,53219, 44031,7960
1786115145.886309142,53219, 44031,7960
1786115148.016847088,53251, 43999,7992
1786115150.091831340,53443, 43807,8504
1786115152.212354966,53795, 43455,7704
1786115154.417721151,57283, 39967,12024
1786115156.481860356,57283, 39967,12024
1786115158.624464564,57315, 39935,12056
1786115160.713232737,57315, 39935,12056
1786115162.883825439,57315, 39935,12056
1786115164.985145597,58115, 39135,12856
1786115167.184362186,58115, 39135,12856
1786115169.283066224,58115, 39135,12856
1786115171.384735453,58115, 39135,12856
1786115173.484967305,58115, 39135,12856
1786115175.582639683,58115, 39135,12856
1786115177.645035495,58115, 39135,12856
1786115179.706021393,58115, 39135,12856
1786115181.799453644,58115, 39135,12856
1786115183.874904733,58115, 39135,12856
1786115185.987515781,58115, 39135,12856
1786115188.105946050,58115, 39135,12856
1786115190.289611292,58115, 39135,12856
1786115192.348363793,58115, 39135,12856
1786115194.434921860,58115, 39135,12856
1786115196.510094962,58115, 39135,12856
1786115198.584571690,58115, 39135,12856
1786115200.648178372,58115, 39135,12856
1786115202.782558773,58115, 39135,12856
1786115204.885570654,58115, 39135,12856
1786115206.982207214,58115, 39135,12856
1786115209.089926292,58115, 39135,12856
1786115211.152208642,58115, 39135,12856
1786115213.358581981,58115, 39135,12856
1786115215.484371720,58115, 39135,12856
1786115217.584402782,58115, 39135,12856
1786115219.645442873,58115, 39135,12856
1786115221.788494398,58115, 39135,12856
1786115223.847496034,58115, 39135,12856
1786115225.943059385,58115, 39135,12856
1786115228.000611798,58115, 39135,12856
1786115230.085046261,58115, 39135,12856
1786115232.211119204,58115, 39135,12856
1786115234.271613483,58115, 39135,12856
1786115236.337519506,58115, 39135,12856
1786115238.399386985,58115, 39135,12856
1786115240.455582057,52899, 44351,7640
1786115242.513606319,52899, 44351,7640
1786115244.591192047,70371, 26879,25112
1786115246.653312542,70371, 26879,25112
1786115248.730624076,70371, 26879,25112
1786115250.794502182,53603, 43647,8344
1786115252.883903070,70371, 26879,25112
1786115255.002433881,70371, 26879,25112
1786115257.084975254,69251, 27999,22008
1786115259.188396340,52899, 44351,7640
1786115261.484055820,52899, 44351,7640
1786115263.616486336,52899, 44351,7640
1786115265.891638830,52899, 44351,7640
1786115268.104206473,52899, 44351,7640
1786115270.386014654,52899, 44351,7640
1786115272.589730326,52899, 44351,7640
1786115274.796055751,52899, 44351,7640
1786115277.089605991,52899, 44351,7640
1786115279.303053329,52899, 44351,7640
1786115281.694921321,52899, 44351,7640
1786115283.758016741,61027, 36223,16056
1786115285.828433336,65283, 31967,20024
1786115287.891514055,66691, 30559,21432
1786115289.984056509,66691, 30559,21432
1786115292.113192024,66691, 30559,21432
1786115294.169865684,64803, 32447,19544
1786115296.388873545,64803, 32447,19544
1786115298.600195911,64803, 32447,19544
1786115300.786178763,65155, 32095,19896
1786115302.985750991,65155, 32095,19896
1786115305.047336050,65155, 32095,19544
1786115307.107498615,64803, 32447,19544
1786115309.303192232,64803, 32447,19544
